inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,school_id_raw,school_id_clean,school_id_changed_flag,date_raw,date_clean,date_parse_method,date_ambiguous_flag,date_parse_error_flag,has_electricity_raw,has_electricity_clean,has_electricity_is_unknown_flag,has_drinking_water_raw,has_drinking_water_clean,has_drinking_water_is_unknown_flag,has_functional_toilet_raw,has_functional_toilet_clean,has_functional_toilet_is_unknown_flag,has_boundary_wall_raw,has_boundary_wall_clean,has_boundary_wall_is_unknown_flag,has_playground_raw,has_playground_clean,has_playground_is_unknown_flag,amenities_functional_count,amenities_deficit_count,infrastructure_score,infrastructure_deficit_pct
INSP02398,2026-05-01,SCH0221,True,False,True,False,True,Ira Choudhary,No remarks,SCH0221,SCH0221,False,05-01-2026,2026-05-01,DASH_MM_DD_AMBIGUOUS,True,False,Yes,True,False,No,False,False,Haan,True,False,0,False,False,Yes,True,False,3.0,2.0,60.0,40.0
INSP01451,2025-12-29,SCH0026,True,False,True,True,True,,Needs repair,S0026,SCH0026,True,29-12-2025,2025-12-29,DASH_DD_MM_YYYY,False,False,TRUE,True,False,FALSE,False,False,TRUE,True,False,TRUE,True,False,Yes,True,False,4.0,1.0,80.0,20.0
INSP00613,2025-04-10,SCH0092,True,True,True,,False,Maya Chada,Good condition,SCH0092,SCH0092,False,04-10-2025,2025-04-10,DASH_MM_DD_AMBIGUOUS,True,False,Haan,True,False,TRUE,True,False,Available,True,False,,,True,FALSE,False,False,3.0,1.0,60.0,20.0
INSP01189,2025-12-25,SCH0063,True,False,True,True,False,Caleb Lala,Toilets locked,sch0063,SCH0063,True,25-12-2025,2025-12-25,DASH_DD_MM_YYYY,False,False,TRUE,True,False,0,False,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP00832,2025-10-02,SCH0509,False,,True,True,False,Xavier Gade,,S0509,SCH0509,True,02-Oct-25,2025-10-02,TEXT_MONTH,False,False,Broken,False,False,,,True,TRUE,True,False,TRUE,True,False,FALSE,False,False,2.0,2.0,40.0,40.0
INSP02501,2025-10-05,SCH0033,True,True,True,False,False,Kamya Ravi,Toilets locked,SCH-0033,SCH0033,True,10-05-2025,2025-10-05,DASH_MM_DD_AMBIGUOUS,True,False,Available,True,False,TRUE,True,False,TRUE,True,False,No,False,False,Nahi,False,False,3.0,2.0,60.0,40.0
INSP00333,2025-10-09,SCH0477,True,,True,False,True,Jasmit Ramachandran,Toilets locked,SCH0477,SCH0477,False,10-09-2025,2025-10-09,DASH_MM_DD_AMBIGUOUS,True,False,Available,True,False,,,True,haan,True,False,FALSE,False,False,TRUE,True,False,3.0,1.0,60.0,20.0
INSP02727,2025-06-10,SCH0522,True,True,True,True,True,Chasmum Uppal,Good condition,SCH0522,SCH0522,False,06-10-2025,2025-06-10,DASH_MM_DD_AMBIGUOUS,True,False,H,True,False,Haan,True,False,Working,True,False,Working,True,False,Yes,True,False,5.0,0.0,100.0,0.0
INSP00145,2025-11-22,SCH0215,False,True,True,True,False,Yachana Mangat,Toilets locked,sch_0215,SCH0215,True,22-11-2025,2025-11-22,DASH_DD_MM_YYYY,False,False,No,False,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,Kharab,False,False,3.0,2.0,60.0,40.0
INSP02233,2025-10-23,SCH0428,True,True,True,True,False,Samaksh Khare,Average,SCH0428,SCH0428,False,23-Oct-25,2025-10-23,TEXT_MONTH,False,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,Nahi,False,False,4.0,1.0,80.0,20.0
INSP01671,2025-12-22,SCH0042,True,True,True,False,True,Manan Mangat,Needs repair,S0042,SCH0042,True,22-12-2025,2025-12-22,DASH_DD_MM_YYYY,False,False,TRUE,True,False,Functional,True,False,Working,True,False,Under Repair,False,False,H,True,False,4.0,1.0,80.0,20.0
INSP01776,2025-09-14,SCH0403,False,True,True,True,,Manbir Sodhi,Needs repair,S0403,SCH0403,True,14-09-2025,2025-09-14,DASH_DD_MM_YYYY,False,False,FALSE,False,False,1,True,False,Y,True,False,1,True,False,,,True,3.0,1.0,60.0,20.0
INSP01733,2025-10-23,SCH0175,True,True,False,True,True,Qarin Nayar,Toilets locked,SCH0175,SCH0175,False,23-Oct-25,2025-10-23,TEXT_MONTH,False,False,Y,True,False,H,True,False,FALSE,False,False,TRUE,True,False,TRUE,True,False,4.0,1.0,80.0,20.0
INSP02204,2026-02-06,SCH0010,False,True,True,False,True,,,10,SCH0010,True,06.02.2026,2026-02-06,DOT_DD_MM_AMBIGUOUS,True,False,0,False,False,TRUE,True,False,1,True,False,No,False,False,Yes,True,False,3.0,2.0,60.0,40.0
INSP02552,2025-04-08,SCH0140,False,True,True,True,True,Gaurangi Ratti,Toilets locked,SCH-0140,SCH0140,True,04-08-2025,2025-04-08,DASH_MM_DD_AMBIGUOUS,True,False,FALSE,False,False,TRUE,True,False,TRUE,True,False,Functional,True,False,Yes,True,False,4.0,1.0,80.0,20.0
INSP00219,2025-09-09,SCH0325,False,True,True,True,False,Zehaan Deshpande,Average,sch_0325,SCH0325,True,09.09.2025,2025-09-09,DOT_DD_MM_AMBIGUOUS,True,False,N,False,False,Yes,True,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP00292,2025-11-25,SCH0371,True,True,True,False,True,Chasmum Ganguly,No remarks,371,SCH0371,True,25.11.2025,2025-11-25,DOT_DD_MM_YYYY,False,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,1,True,False,4.0,1.0,80.0,20.0
INSP02177,2025-04-26,SCH0583,True,True,,False,True,Jonathan Jain,Good condition,SCH0583,SCH0583,False,26-04-2025,2025-04-26,DASH_DD_MM_YYYY,False,False,Hai,True,False,TRUE,True,False,,,True,na,False,False,Working,True,False,3.0,1.0,60.0,20.0
INSP00818,2025-09-16,SCH0078,True,False,True,True,False,Krishna Gaba,Average,SCH0078,SCH0078,False,16-09-2025,2025-09-16,DASH_DD_MM_YYYY,False,False,TRUE,True,False,FALSE,False,False,TRUE,True,False,Hai,True,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP00602,2025-11-20,SCH0360,True,True,True,True,False,Umang Sagar,Average,sch0360,SCH0360,True,20-11-2025,2025-11-20,DASH_DD_MM_YYYY,False,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,Y,True,False,FALSE,False,False,4.0,1.0,80.0,20.0
INSP00018,2026-03-15,SCH0582,True,True,True,True,False,Unnati Goel,,SCH0582,SCH0582,False,15-03-2026,2026-03-15,DASH_DD_MM_YYYY,False,False,Hai,True,False,Yes,True,False,H,True,False,TRUE,True,False,N,False,False,4.0,1.0,80.0,20.0
INSP00171,2025-02-04,SCH0067,False,True,False,False,False,Sneha Ghosh,Good condition,SCH0067,SCH0067,False,02-04-2025,2025-02-04,DASH_MM_DD_AMBIGUOUS,True,False,FALSE,False,False,TRUE,True,False,Kharab,False,False,na,False,False,Broken,False,False,1.0,4.0,20.0,80.0
INSP01738,2025-10-02,SCH0230,True,True,True,False,False,Osha Bajwa,,S0230,SCH0230,True,02-Oct-25,2025-10-02,TEXT_MONTH,False,False,TRUE,True,False,TRUE,True,False,Hai,True,False,Nahi hai,False,False,Nahi,False,False,3.0,2.0,60.0,40.0
INSP02283,2025-09-21,SCH0559,True,True,True,True,True,Sai Warrior,Average,S0559,SCH0559,True,21-Sep-25,2025-09-21,TEXT_MONTH,False,False,TRUE,True,False,Haan,True,False,1,True,False,Haan,True,False,haan,True,False,5.0,0.0,100.0,0.0
INSP02803,2026-02-19,SCH0238,False,True,True,False,False,Ekaraj Sehgal,,SCH-0238,SCH0238,True,19-02-2026,2026-02-19,DASH_DD_MM_YYYY,False,False,Broken,False,False,Available,True,False,TRUE,True,False,na,False,False,Nahi hai,False,False,2.0,3.0,40.0,60.0
INSP01408,2026-03-10,SCH0274,,True,True,False,True,Kamala Roy,Average,SCH0274,SCH0274,False,10.03.2026,2026-03-10,DOT_DD_MM_AMBIGUOUS,True,False,,,True,TRUE,True,False,Haan,True,False,Nahi,False,False,H,True,False,3.0,1.0,60.0,20.0
INSP00179,2025-12-09,SCH0577,True,True,True,True,True,Riya Kant,Good condition,SCH0577,SCH0577,False,12-09-2025,2025-12-09,DASH_MM_DD_AMBIGUOUS,True,False,Working,True,False,H,True,False,TRUE,True,False,TRUE,True,False,Yes,True,False,5.0,0.0,100.0,0.0
INSP01337,2025-03-06,SCH0011,True,True,True,False,False,Imaran Tandon,Toilets locked,SCH0011,SCH0011,False,03-06-2025,2025-03-06,DASH_MM_DD_AMBIGUOUS,True,False,H,True,False,1,True,False,TRUE,True,False,No,False,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP01815,2025-01-05,SCH0240,False,False,True,True,False,Lavanya Choudhry,Average,sch_0240,SCH0240,True,01-05-2025,2025-01-05,DASH_MM_DD_AMBIGUOUS,True,False,FALSE,False,False,FALSE,False,False,TRUE,True,False,TRUE,True,False,Not Available,False,False,2.0,3.0,40.0,60.0
INSP02205,2025-07-11,SCH0037,True,True,True,False,False,Rudra Bail,Toilets locked,sch0037,SCH0037,True,07-11-2025,2025-07-11,DASH_MM_DD_AMBIGUOUS,True,False,TRUE,True,False,TRUE,True,False,Functional,True,False,Nahi,False,False,Nahi,False,False,3.0,2.0,60.0,40.0
INSP01412,2025-08-05,SCH0596,False,True,True,False,False,Sai Bhasin,Average,SCH0596,SCH0596,False,05-Aug-25,2025-08-05,TEXT_MONTH,False,False,Nahi,False,False,Working,True,False,Functional,True,False,na,False,False,na,False,False,2.0,3.0,40.0,60.0
INSP02746,2025-11-13,SCH0422,True,True,True,True,,Isaac Kalla,,SCH0422,SCH0422,False,13.11.2025,2025-11-13,DOT_DD_MM_YYYY,False,False,1,True,False,TRUE,True,False,Haan,True,False,Hai,True,False,,,True,4.0,0.0,80.0,0.0
INSP01663,2026-06-03,SCH0456,False,True,True,False,,Neel Ganesh,Needs repair,sch_0456,SCH0456,True,06-03-2026,2026-06-03,DASH_MM_DD_AMBIGUOUS,True,False,0,False,False,1,True,False,haan,True,False,FALSE,False,False,,,True,2.0,2.0,40.0,40.0
INSP01227,2025-06-29,SCH0398,True,False,,True,True,Isaiah Mangat,,SCH0398,SCH0398,False,29-06-2025,2025-06-29,DASH_DD_MM_YYYY,False,False,TRUE,True,False,FALSE,False,False,,,True,TRUE,True,False,TRUE,True,False,3.0,1.0,60.0,20.0
INSP02025,2025-08-10,SCH0219,True,True,True,True,True,Bhanumati Chaudhari,,SCH0219,SCH0219,False,08-10-2025,2025-08-10,DASH_MM_DD_AMBIGUOUS,True,False,Haan,True,False,TRUE,True,False,Functional,True,False,Hai,True,False,Available,True,False,5.0,0.0,100.0,0.0
INSP02771,2026-02-03,SCH0339,True,True,True,True,False,Rajata Mistry,Toilets locked,SCH0339,SCH0339,False,03.02.2026,2026-02-03,DOT_DD_MM_AMBIGUOUS,True,False,TRUE,True,False,Functional,True,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,4.0,1.0,80.0,20.0
INSP02097,2025-05-05,SCH0564,False,False,True,True,,Laksh Dugar,Good condition,sch_0564,SCH0564,True,05.05.2025,2025-05-05,DOT_DD_MM_AMBIGUOUS,True,False,na,False,False,FALSE,False,False,TRUE,True,False,TRUE,True,False,,,True,2.0,2.0,40.0,40.0
INSP00135,2026-03-09,SCH0542,,True,True,False,True,Jackson Narasimhan,Toilets locked,SCH-0542,SCH0542,True,03-09-2026,2026-03-09,DASH_MM_DD_AMBIGUOUS,True,False,,,True,H,True,False,TRUE,True,False,FALSE,False,False,Working,True,False,3.0,1.0,60.0,20.0
INSP02846,2026-12-02,SCH0258,False,True,True,True,False,Ishanvi Arya,Average,SCH0258,SCH0258,False,12-02-2026,2026-12-02,DASH_MM_DD_AMBIGUOUS,True,False,FALSE,False,False,1,True,False,Yes,True,False,TRUE,True,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP02987,2025-06-24,SCH0131,,True,True,False,True,Kevin Gade,Needs repair,SCH-0131,SCH0131,True,24-06-2025,2025-06-24,DASH_DD_MM_YYYY,False,False,,,True,1,True,False,Y,True,False,0,False,False,Functional,True,False,3.0,1.0,60.0,20.0
INSP00103,2026-02-24,SCH0022,True,True,True,True,True,Netra Ram,Average,22,SCH0022,True,24-02-2026,2026-02-24,DASH_DD_MM_YYYY,False,False,haan,True,False,TRUE,True,False,Y,True,False,Yes,True,False,TRUE,True,False,5.0,0.0,100.0,0.0
INSP00415,2025-11-05,SCH0093,True,True,True,True,True,Liam Sibal,Average,SCH0093,SCH0093,False,05-Nov-25,2025-11-05,TEXT_MONTH,False,False,TRUE,True,False,TRUE,True,False,Working,True,False,haan,True,False,TRUE,True,False,5.0,0.0,100.0,0.0
INSP02697,2026-12-02,SCH0122,True,True,True,False,True,Hritik Naidu,Toilets locked,sch0122,SCH0122,True,12-02-2026,2026-12-02,DASH_MM_DD_AMBIGUOUS,True,False,Yes,True,False,1,True,False,Yes,True,False,FALSE,False,False,TRUE,True,False,4.0,1.0,80.0,20.0
INSP01484,2025-12-21,SCH0362,True,True,True,True,True,Hamsini Pandya,Toilets locked,S0362,SCH0362,True,21-12-2025,2025-12-21,DASH_DD_MM_YYYY,False,False,Y,True,False,Available,True,False,Yes,True,False,TRUE,True,False,Functional,True,False,5.0,0.0,100.0,0.0
INSP01188,2025-06-15,SCH0005,False,False,True,False,True,Max Shenoy,Toilets locked,sch0005,SCH0005,True,15-06-2025,2025-06-15,DASH_DD_MM_YYYY,False,False,Nahi hai,False,False,na,False,False,Yes,True,False,Broken,False,False,TRUE,True,False,2.0,3.0,40.0,60.0
INSP01730,2025-10-26,SCH0476,False,True,True,True,False,,Good condition,SCH0476,SCH0476,False,26-10-2025,2025-10-26,DASH_DD_MM_YYYY,False,False,FALSE,False,False,1,True,False,TRUE,True,False,TRUE,True,False,0,False,False,3.0,2.0,60.0,40.0
INSP02006,2025-02-08,SCH0075,True,True,True,False,False,Zashil Hegde,Average,75,SCH0075,True,02-08-2025,2025-02-08,DASH_MM_DD_AMBIGUOUS,True,False,H,True,False,TRUE,True,False,Functional,True,False,na,False,False,Nahi hai,False,False,3.0,2.0,60.0,40.0
INSP02154,2025-10-12,SCH0434,True,False,True,True,False,,No remarks,434,SCH0434,True,12-Oct-25,2025-10-12,TEXT_MONTH,False,False,TRUE,True,False,0,False,False,Functional,True,False,TRUE,True,False,Under Repair,False,False,3.0,2.0,60.0,40.0
INSP02572,2025-04-28,SCH0556,True,False,True,False,True,Girindra Tiwari,,SCH0556,SCH0556,False,28-04-2025,2025-04-28,DASH_DD_MM_YYYY,False,False,haan,True,False,FALSE,False,False,TRUE,True,False,na,False,False,1,True,False,3.0,2.0,60.0,40.0
INSP01147,2025-09-30,SCH0535,True,False,True,False,False,Vritti Agarwal,No remarks,SCH0535,SCH0535,False,30.09.2025,2025-09-30,DOT_DD_MM_YYYY,False,False,TRUE,True,False,Nahi,False,False,TRUE,True,False,No,False,False,FALSE,False,False,2.0,3.0,40.0,60.0
INSP00310,2026-02-20,SCH0037,True,True,True,True,False,,,SCH0037,SCH0037,False,20-02-2026,2026-02-20,DASH_DD_MM_YYYY,False,False,TRUE,True,False,Working,True,False,TRUE,True,False,TRUE,True,False,Under Repair,False,False,4.0,1.0,80.0,20.0
INSP02274,2025-12-19,SCH0434,True,True,True,True,False,Baghyawati Chana,Toilets locked,434,SCH0434,True,19-12-2025,2025-12-19,DASH_DD_MM_YYYY,False,False,TRUE,True,False,1,True,False,TRUE,True,False,haan,True,False,na,False,False,4.0,1.0,80.0,20.0
INSP02440,2026-01-09,SCH0458,False,True,True,True,False,Shivansh Trivedi,Toilets locked,sch_0458,SCH0458,True,09.01.2026,2026-01-09,DOT_DD_MM_AMBIGUOUS,True,False,Broken,False,False,TRUE,True,False,Y,True,False,TRUE,True,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP00193,2026-03-12,SCH0533,False,True,True,True,True,Shivansh Tara,No remarks,SCH0533,SCH0533,False,12.03.2026,2026-03-12,DOT_DD_MM_AMBIGUOUS,True,False,FALSE,False,False,haan,True,False,TRUE,True,False,1,True,False,Y,True,False,4.0,1.0,80.0,20.0
INSP00195,2025-07-12,SCH0346,True,True,True,True,False,Nimrat Hayer,Toilets locked,SCH0346,SCH0346,False,07-12-2025,2025-07-12,DASH_MM_DD_AMBIGUOUS,True,False,TRUE,True,False,Available,True,False,Yes,True,False,TRUE,True,False,FALSE,False,False,4.0,1.0,80.0,20.0
INSP00777,2025-06-18,SCH0058,True,False,True,True,False,Oeshi Pradhan,Needs repair,S0058,SCH0058,True,18.06.2025,2025-06-18,DOT_DD_MM_YYYY,False,False,Yes,True,False,FALSE,False,False,Working,True,False,TRUE,True,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP01678,2026-03-24,SCH0263,True,True,True,True,False,Fitan Halder,Toilets locked,sch_0263,SCH0263,True,03-24-2026,2026-03-24,DASH_MM_DD_YYYY,False,False,Working,True,False,H,True,False,Yes,True,False,1,True,False,FALSE,False,False,4.0,1.0,80.0,20.0
INSP01236,2025-03-11,SCH0442,False,True,False,False,False,,Good condition,SCH-0442,SCH0442,True,03-11-2025,2025-03-11,DASH_MM_DD_AMBIGUOUS,True,False,N,False,False,TRUE,True,False,0,False,False,FALSE,False,False,Nahi hai,False,False,1.0,4.0,20.0,80.0
INSP01394,2025-09-14,SCH0261,True,True,True,False,False,Yamini Naidu,Needs repair,SCH0261,SCH0261,False,14-09-2025,2025-09-14,DASH_DD_MM_YYYY,False,False,TRUE,True,False,Y,True,False,Functional,True,False,FALSE,False,False,Broken,False,False,3.0,2.0,60.0,40.0
INSP00045,2025-11-04,SCH0003,True,True,False,True,True,Nicholas Keer,No remarks,SCH-0003,SCH0003,True,11-04-2025,2025-11-04,DASH_MM_DD_AMBIGUOUS,True,False,Haan,True,False,Functional,True,False,Broken,False,False,1,True,False,TRUE,True,False,4.0,1.0,80.0,20.0
INSP01765,2025-04-28,SCH0167,False,True,False,False,False,Zinal Bhavsar,Average,S0167,SCH0167,True,28.04.2025,2025-04-28,DOT_DD_MM_YYYY,False,False,FALSE,False,False,TRUE,True,False,N,False,False,FALSE,False,False,FALSE,False,False,1.0,4.0,20.0,80.0
INSP00946,2025-09-06,SCH0129,True,True,True,False,True,Isaac Khatri,,SCH0129,SCH0129,False,09-06-2025,2025-09-06,DASH_MM_DD_AMBIGUOUS,True,False,Hai,True,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,Haan,True,False,4.0,1.0,80.0,20.0
INSP02052,2025-08-18,SCH0398,True,True,False,True,False,Peter Mody,No remarks,SCH0398,SCH0398,False,18-08-2025,2025-08-18,DASH_DD_MM_YYYY,False,False,Functional,True,False,Y,True,False,FALSE,False,False,TRUE,True,False,0,False,False,3.0,2.0,60.0,40.0
INSP00830,2025-07-20,SCH0526,True,False,True,True,False,Yatin Ghose,Toilets locked,SCH-0526,SCH0526,True,07-20-2025,2025-07-20,DASH_MM_DD_YYYY,False,False,TRUE,True,False,FALSE,False,False,H,True,False,Y,True,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP02967,2025-09-16,SCH0153,False,True,True,False,False,Falak Jaggi,Good condition,sch_0153,SCH0153,True,16.09.2025,2025-09-16,DOT_DD_MM_YYYY,False,False,Not Available,False,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,FALSE,False,False,2.0,3.0,40.0,60.0
INSP02922,2026-04-02,SCH0194,True,True,True,True,False,Isaiah Nagarajan,,SCH0194,SCH0194,False,04-02-2026,2026-04-02,DASH_MM_DD_AMBIGUOUS,True,False,TRUE,True,False,H,True,False,haan,True,False,Yes,True,False,0,False,False,4.0,1.0,80.0,20.0
INSP01279,2025-12-13,SCH0475,True,True,False,True,False,Ekani Oommen,Average,SCH0475,SCH0475,False,13-12-2025,2025-12-13,DASH_DD_MM_YYYY,False,False,haan,True,False,TRUE,True,False,0,False,False,TRUE,True,False,na,False,False,3.0,2.0,60.0,40.0
INSP02900,2025-06-28,SCH0138,False,True,True,True,False,Maya Sastry,,S0138,SCH0138,True,28.06.2025,2025-06-28,DOT_DD_MM_YYYY,False,False,Nahi,False,False,Yes,True,False,TRUE,True,False,TRUE,True,False,No,False,False,3.0,2.0,60.0,40.0
INSP02808,2025-04-30,SCH0052,False,True,True,False,True,Vyanjana Badal,Good condition,sch_0052,SCH0052,True,30-04-2025,2025-04-30,DASH_DD_MM_YYYY,False,False,N,False,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,TRUE,True,False,3.0,2.0,60.0,40.0
INSP01802,2026-02-28,SCH0364,False,True,True,True,False,Aishani Dhillon,Needs repair,sch_0364,SCH0364,True,02-28-2026,2026-02-28,DASH_MM_DD_YYYY,False,False,FALSE,False,False,1,True,False,TRUE,True,False,TRUE,True,False,N,False,False,3.0,2.0,60.0,40.0
INSP00486,2025-09-06,SCH0501,,True,True,False,True,Faras Yohannan,Average,SCH0501,SCH0501,False,06-Sep-25,2025-09-06,TEXT_MONTH,False,False,,,True,TRUE,True,False,Haan,True,False,0,False,False,Hai,True,False,3.0,1.0,60.0,20.0
INSP02372,2026-03-13,SCH0600,True,False,True,True,False,Upkaar Narang,Good condition,SCH0600,SCH0600,False,03-13-2026,2026-03-13,DASH_MM_DD_YYYY,False,False,TRUE,True,False,FALSE,False,False,TRUE,True,False,TRUE,True,False,FALSE,False,False,3.0,2.0,60.0,40.0
INSP00443,2025-05-15,SCH0530,True,False,True,True,,Gauri Deshmukh,Average,SCH0530,SCH0530,False,15-05-2025,2025-05-15,DASH_DD_MM_YYYY,False,False,Working,True,False,Nahi,False,False,Haan,True,False,Yes,True,False,,,True,3.0,1.0,60.0,20.0
INSP01642,2025-11-26,SCH0239,True,True,True,,True,Vasudha Jayaraman,Average,SCH0239,SCH0239,False,26.11.2025,2025-11-26,DOT_DD_MM_YYYY,False,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,,,True,TRUE,True,False,4.0,0.0,80.0,0.0
INSP02598,2025-04-28,SCH0223,True,True,True,True,True,Pranav Master,Average,SCH0223,SCH0223,False,28-04-2025,2025-04-28,DASH_DD_MM_YYYY,False,False,Yes,True,False,Available,True,False,Hai,True,False,TRUE,True,False,TRUE,True,False,5.0,0.0,100.0,0.0
INSP01714,2025-05-07,SCH0320,False,True,True,True,True,,Good condition,sch0320,SCH0320,True,05-07-2025,2025-05-07,DASH_MM_DD_AMBIGUOUS,True,False,FALSE,False,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,TRUE,True,False,4.0,1.0,80.0,20.0
INSP02982,2025-09-26,SCH0169,False,True,,,True,Sanya Choudhry,Toilets locked,SCH-0169,SCH0169,True,26-Sep-25,2025-09-26,TEXT_MONTH,False,False,Under Repair,False,False,Y,True,False,,,True,,,True,TRUE,True,False,2.0,1.0,40.0,20.0
INSP00757,2025-10-22,SCH0129,False,True,True,False,True,Bhanumati Sridhar,Needs repair,SCH-0129,SCH0129,True,22-10-2025,2025-10-22,DASH_DD_MM_YYYY,False,False,Broken,False,False,H,True,False,Yes,True,False,0,False,False,TRUE,True,False,3.0,2.0,60.0,40.0
INSP01881,2025-04-29,SCH0593,True,True,True,True,False,Hemani Chander,No remarks,SCH0593,SCH0593,False,29-04-2025,2025-04-29,DASH_DD_MM_YYYY,False,False,Y,True,False,TRUE,True,False,haan,True,False,TRUE,True,False,Nahi,False,False,4.0,1.0,80.0,20.0
INSP00241,2025-09-11,SCH0360,True,True,True,True,True,Peter Rajagopalan,Needs repair,sch_0360,SCH0360,True,09-11-2025,2025-09-11,DASH_MM_DD_AMBIGUOUS,True,False,TRUE,True,False,TRUE,True,False,Haan,True,False,Haan,True,False,TRUE,True,False,5.0,0.0,100.0,0.0
INSP02355,2026-01-22,SCH0211,True,True,False,True,True,Alexander Gokhale,,SCH0211,SCH0211,False,01-22-2026,2026-01-22,DASH_MM_DD_YYYY,False,False,TRUE,True,False,TRUE,True,False,N,False,False,TRUE,True,False,TRUE,True,False,4.0,1.0,80.0,20.0
